application_id,continent,applicant_country,visa_type,processing_center,application_date,decision_date,processing_days,applicant_age,education_level,has_job_experience,full_time_flag,case_status
APP01938,Oceania,New Zealand,Student,Sydney,2020-09-19,2020-11-24,66,25,Master's,N,Y,Approved
APP01939,Asia,Japan,Tourist,London,2022-05-27,2022-06-08,12,30,Bachelor's,N,Y,Approved
APP01940,North America,Canada,Student,Dubai,2020-08-08,2020-10-31,84,35,Master's,N,Y,Approved
APP01941,Europe,Spain,Business,Delhi,2022-06-03,2022-06-27,24,30,Bachelor's,Y,N,Approved
APP01942,North America,USA,Work,Paris,2024-06-25,2024-10-16,113,34,Bachelor's,N,N,Approved
APP01943,Asia,India,Family,London,2019-10-04,2019-12-30,87,28,Master's,Y,Y,Approved
APP01944,Asia,Pakistan,Business,Berlin,2022-06-22,2022-07-16,24,36,High School,N,Y,Approved
APP01945,Oceania,New Zealand,Tourist,Dubai,2023-03-26,2023-03-29,3,26,Diploma,Y,N,Approved
APP01946,Africa,Ghana,Work,Dubai,2020-07-21,2020-10-20,91,28,Master's,Y,Y,Approved
APP01947,Oceania,New Zealand,Business,Tokyo,2024-01-14,2024-02-03,20,31,Master's,N,Y,Approved
APP01948,Europe,Netherlands,Tourist,Mumbai,2023-08-05,2023-08-16,11,22,Bachelor's,Y,Y,Approved
APP01949,Africa,Kenya,Business,London,2019-07-07,2019-07-27,20,19,Master's,N,N,Approved
APP01950,South America,Argentina,Research,Bangalore,2019-12-29,2020-03-21,83,29,Master's,Y,Y,Approved
APP01951,Europe,Netherlands,Student,Berlin,2022-06-19,2022-09-11,84,22,High School,Y,Y,Approved
APP01952,Oceania,Australia,Research,Sydney,2019-12-15,2020-04-09,116,33,Bachelor's,N,Y,Approved
APP01953,Europe,Spain,Family,Berlin,2019-08-05,2019-10-28,84,22,Bachelor's,Y,N,Approved
APP01954,Oceania,Australia,Business,Sydney,2019-03-18,2019-04-14,27,31,Diploma,Y,N,Approved
APP01955,Asia,UAE,Family,Chennai,2019-03-19,2019-06-01,74,22,Bachelor's,Y,Y,Denied
APP01956,North America,USA,Work,Paris,2023-12-25,2024-03-27,93,41,Bachelor's,N,Y,Approved
APP01957,Asia,Bangladesh,Family,London,2023-07-04,2023-10-08,96,31,High School,N,Y,Approved
APP01958,Oceania,Australia,Business,Delhi,2022-10-24,2022-11-02,9,26,Master's,N,Y,Withdrawn
APP01959,Africa,Kenya,Business,Delhi,2024-12-02,2024-12-16,14,39,Bachelor's,Y,Y,Approved
APP01960,North America,Canada,Tourist,Mumbai,2020-04-14,2020-05-12,28,30,Master's,N,Y,Approved
APP01961,Asia,Bangladesh,Work,Bangalore,2020-08-12,2020-12-10,120,26,Diploma,Y,Y,Approved
APP01962,Europe,France,Student,Chennai,2022-06-10,2022-09-13,95,18,High School,Y,Y,Approved
APP01963,Africa,Kenya,Student,Berlin,2022-08-25,2022-11-12,79,28,Bachelor's,Y,Y,Approved
APP01964,Europe,UK,Research,Delhi,2022-05-05,2022-08-30,117,20,Master's,Y,Y,Approved
APP01965,Africa,Nigeria,Tourist,Chennai,2023-08-18,2023-09-09,22,37,Bachelor's,Y,Y,Approved
APP01966,North America,Canada,Business,Mumbai,2019-08-01,2019-08-21,20,24,Diploma,Y,N,Approved
APP01967,Europe,Germany,Family,Berlin,2021-08-26,2021-10-31,66,25,Master's,Y,Y,Approved
APP01968,Africa,Ghana,Family,New York,2020-04-16,2020-07-08,83,29,Bachelor's,Y,Y,Approved
APP01969,North America,USA,Tourist,Toronto,2023-07-26,2023-08-07,12,26,Bachelor's,Y,N,Denied
APP01970,Asia,Pakistan,Student,New York,2021-08-15,2021-11-05,82,28,PhD,Y,N,Approved
APP01971,Asia,Japan,Family,Berlin,2020-02-20,2020-04-22,62,31,Master's,N,Y,Approved
APP01972,Europe,Spain,Research,Dubai,2020-05-29,2020-08-21,84,22,PhD,N,N,Approved
APP01973,North America,Mexico,Business,Toronto,2019-12-10,2019-12-14,4,28,Bachelor's,N,N,Approved
APP01974,South America,Chile,Work,Dubai,2020-08-06,2020-10-30,85,33,High School,N,N,Approved
APP01975,North America,Mexico,Work,Dubai,2021-10-01,2022-01-14,105,32,Master's,N,Y,Withdrawn
APP01976,Oceania,New Zealand,Family,Toronto,2019-06-21,2019-09-08,79,38,Bachelor's,Y,Y,Approved
APP01977,Asia,Pakistan,Family,Bangalore,2020-11-16,2021-01-31,76,32,Bachelor's,N,Y,Approved
APP01978,Asia,India,Business,Bangalore,2021-10-24,2021-11-23,30,18,Bachelor's,N,Y,Denied
APP01979,South America,Argentina,Tourist,Tokyo,2021-05-21,2021-05-24,3,33,Bachelor's,N,Y,Approved
APP01980,Oceania,New Zealand,Student,Chennai,2024-12-27,2025-03-05,68,24,Diploma,Y,Y,Approved
APP01981,Oceania,Australia,Tourist,Mumbai,2023-06-08,2023-06-22,14,22,Bachelor's,Y,N,Approved
APP01982,South America,Brazil,Work,Paris,2022-02-18,2022-06-11,113,28,Bachelor's,Y,Y,Approved
APP01983,Africa,Kenya,Family,Sydney,2022-07-27,2022-10-09,74,33,High School,Y,Y,Approved
APP01984,South America,Argentina,Research,Bangalore,2024-01-29,2024-04-22,84,34,Bachelor's,N,N,Approved
APP01985,North America,USA,Research,London,2022-10-31,2023-02-19,111,24,Diploma,Y,Y,Denied
APP01986,Europe,Italy,Family,London,2019-03-07,2019-06-03,88,28,Master's,Y,Y,Approved
APP01987,South America,Brazil,Research,Delhi,2024-05-05,2024-08-13,100,36,High School,Y,Y,Denied
APP01988,Asia,India,Research,Chennai,2023-08-20,2023-12-12,114,32,Bachelor's,Y,N,Approved
APP01989,Oceania,New Zealand,Business,Sydney,2019-11-29,2019-12-12,13,33,High School,Y,N,Withdrawn
APP01990,South America,Chile,Student,Sydney,2019-05-07,2019-07-16,70,27,Bachelor's,Y,N,Approved
APP01991,South America,Argentina,Research,Mumbai,2022-12-16,2023-03-27,101,32,Master's,Y,Y,Withdrawn
APP01992,Africa,Ghana,Tourist,New York,2020-12-26,2021-02-03,39,31,PhD,Y,Y,Approved
APP01993,South America,Brazil,Student,Toronto,2023-02-26,2023-05-04,67,24,Bachelor's,Y,Y,Approved
APP01994,Europe,Italy,Student,Hyderabad,2019-03-23,2019-06-07,76,28,Bachelor's,Y,N,Denied
APP01995,North America,Mexico,Research,London,2021-02-23,2021-06-25,122,23,PhD,N,Y,Approved
APP01996,Asia,Bangladesh,Research,Bangalore,2021-06-24,2021-10-04,102,21,PhD,Y,N,Approved
APP01997,Europe,Italy,Tourist,Delhi,2022-02-23,2022-03-16,21,26,Diploma,Y,N,Approved
APP01998,Africa,Ghana,Work,Delhi,2021-03-14,2021-06-14,92,36,Diploma,N,Y,Approved
APP01999,South America,Argentina,Student,Bangalore,2024-08-11,2024-11-22,103,44,Master's,Y,Y,Denied
APP02000,Africa,Kenya,Family,Hyderabad,2020-12-19,2021-03-11,82,20,PhD,Y,N,Approved
APP02001,Asia,Bangladesh,Work,Paris,2019-09-24,2019-12-13,80,26,Bachelor's,N,Y,Approved
APP02002,Europe,France,Family,Hyderabad,2024-11-12,2025-02-02,82,29,Bachelor's,Y,Y,Approved
APP02003,South America,Argentina,Work,Tokyo,2019-04-05,2019-06-28,84,18,Diploma,Y,Y,Approved
APP02004,South America,Chile,Family,Berlin,2021-11-01,2022-01-30,90,39,Bachelor's,N,N,Approved
APP02005,South America,Chile,Business,Delhi,2023-10-16,2023-11-01,16,19,High School,Y,Y,Approved
APP02006,South America,Chile,Research,Delhi,2022-08-16,2022-11-29,105,18,PhD,Y,N,Approved
APP02007,Africa,Egypt,Tourist,Mumbai,2024-10-23,2024-11-13,21,24,High School,Y,Y,Approved
APP02008,Africa,Egypt,Tourist,Sydney,2019-06-28,2019-07-06,8,34,Bachelor's,Y,N,Approved
APP02009,South America,Brazil,Student,Bangalore,2023-09-17,2023-12-06,80,28,High School,N,N,Approved
APP02010,Oceania,New Zealand,Tourist,Delhi,2023-05-25,2023-06-25,31,35,Diploma,Y,Y,Approved
APP02011,Europe,France,Student,Berlin,2019-04-14,2019-06-25,72,28,Master's,Y,Y,Approved
APP02012,South America,Brazil,Research,New York,2019-11-01,2020-01-28,88,30,Bachelor's,Y,Y,Approved
APP02013,Europe,Germany,Work,London,2022-06-27,2022-10-16,111,34,Bachelor's,Y,Y,Denied
APP02014,Asia,UAE,Research,Mumbai,2019-04-25,2019-08-11,108,23,Master's,Y,Y,Approved
APP02015,Africa,Egypt,Student,Berlin,2022-10-01,2022-12-14,74,29,Bachelor's,N,Y,Denied
APP02016,North America,USA,Student,Toronto,2021-09-03,2021-12-01,89,37,High School,Y,Y,Denied
APP02017,North America,USA,Tourist,Sydney,2021-08-27,2021-09-21,25,31,Bachelor's,Y,Y,Approved
APP02018,Asia,Bangladesh,Family,Toronto,2020-01-27,2020-05-01,95,31,Bachelor's,N,N,Denied
APP02019,South America,Argentina,Family,Mumbai,2019-12-17,2020-03-06,80,29,Bachelor's,Y,Y,Denied
APP02020,Asia,India,Business,London,2019-09-24,2019-10-13,19,26,Bachelor's,Y,N,Approved
APP02021,Europe,UK,Business,Delhi,2022-05-19,2022-06-11,23,29,Master's,N,Y,Approved
APP02022,Oceania,New Zealand,Student,Mumbai,2019-08-17,2019-12-04,109,25,High School,Y,Y,Approved
APP02023,Oceania,Australia,Tourist,New York,2023-07-04,2023-08-03,30,31,Diploma,Y,N,Withdrawn
APP02024,Asia,Bangladesh,Business,Hyderabad,2019-02-13,2019-02-23,10,28,High School,N,N,Approved
APP02025,Africa,Egypt,Business,Dubai,2023-10-20,2023-10-23,3,26,Bachelor's,Y,N,Approved
APP02026,Oceania,Australia,Tourist,Tokyo,2019-04-17,2019-05-03,16,23,Diploma,Y,Y,Approved
APP02027,Africa,Ghana,Tourist,Berlin,2021-02-27,2021-03-09,10,38,Bachelor's,N,Y,Withdrawn
APP02028,Asia,India,Student,Berlin,2019-10-04,2019-12-17,74,23,Diploma,Y,N,Approved
APP02029,Oceania,Australia,Family,Chennai,2024-09-15,2024-12-31,107,32,Bachelor's,N,N,Approved
APP02030,North America,Canada,Business,Toronto,2023-12-27,2023-12-30,3,34,Bachelor's,N,N,Approved
APP02031,Europe,Germany,Work,Dubai,2019-06-30,2019-09-16,78,24,Bachelor's,Y,Y,Approved
APP02032,Asia,China,Tourist,Berlin,2023-11-21,2023-12-09,18,25,PhD,N,Y,Approved
APP02033,Oceania,New Zealand,Tourist,Berlin,2020-08-19,2020-08-22,3,30,Bachelor's,N,N,Approved
APP02034,Europe,Italy,Tourist,Berlin,2022-11-05,2022-12-11,36,30,Master's,Y,Y,Approved
APP02035,North America,Canada,Student,Sydney,2020-08-15,2020-11-23,100,22,Bachelor's,Y,Y,Approved
APP02036,Asia,China,Family,Sydney,2019-08-12,2019-11-06,86,36,Bachelor's,Y,Y,Approved
APP02037,Africa,South Africa,Work,Hyderabad,2021-04-04,2021-06-28,85,31,Bachelor's,Y,Y,Withdrawn
APP02038,Asia,Japan,Work,Tokyo,2024-05-02,2024-07-24,83,23,Bachelor's,N,Y,Approved
APP02039,South America,Chile,Business,Berlin,2022-09-18,2022-09-27,9,35,Bachelor's,Y,N,Approved
APP02040,Oceania,New Zealand,Family,Bangalore,2023-09-11,2023-12-13,93,21,Bachelor's,Y,Y,Approved
APP02041,North America,USA,Student,Toronto,2019-06-22,2019-09-25,95,18,Master's,Y,N,Approved
APP02042,Africa,Kenya,Student,Tokyo,2021-07-02,2021-09-25,85,34,Diploma,Y,Y,Approved
APP02043,South America,Brazil,Business,Berlin,2021-05-23,2021-06-19,27,19,Diploma,N,N,Approved
APP02044,Europe,Italy,Research,Dubai,2022-09-19,2022-12-22,94,34,High School,Y,Y,Approved
APP02045,South America,Argentina,Work,New York,2021-01-24,2021-05-19,115,34,High School,Y,N,Approved
APP02046,Asia,Japan,Student,Mumbai,2023-01-05,2023-02-26,52,26,Bachelor's,Y,N,Approved
APP02047,Asia,Bangladesh,Student,Chennai,2022-04-05,2022-06-16,72,26,Diploma,N,Y,Approved
APP02048,Africa,Kenya,Research,Berlin,2023-01-14,2023-04-10,86,49,High School,Y,N,Approved
APP02049,Asia,India,Work,Hyderabad,2022-03-09,2022-06-16,99,18,Diploma,Y,N,Denied
APP02050,Europe,Germany,Tourist,Paris,2020-12-14,2021-01-14,31,27,High School,Y,Y,Approved
APP02051,North America,Mexico,Work,Chennai,2021-03-13,2021-06-20,99,35,High School,N,N,Approved
APP02052,Asia,China,Tourist,Mumbai,2019-03-27,2019-05-03,37,36,Master's,N,Y,Approved
APP02053,South America,Brazil,Business,Tokyo,2020-03-30,2020-04-03,4,21,High School,N,Y,Approved
APP02054,North America,USA,Tourist,Toronto,2021-09-10,2021-10-10,30,29,Bachelor's,N,N,Approved
APP02055,North America,Canada,Research,Chennai,2024-11-28,2025-03-29,121,25,Master's,N,Y,Denied
APP02056,Oceania,New Zealand,Research,Mumbai,2020-04-30,2020-08-23,115,18,Master's,Y,N,Approved
APP02057,Europe,Germany,Work,Hyderabad,2024-12-21,2025-04-04,104,28,High School,Y,N,Approved
APP02058,Africa,South Africa,Tourist,Berlin,2023-10-26,2023-11-30,35,25,Bachelor's,Y,Y,Denied
APP02059,South America,Brazil,Student,Dubai,2021-02-13,2021-04-25,71,19,Diploma,Y,Y,Approved
APP02060,Oceania,New Zealand,Work,London,2021-10-09,2022-01-01,84,29,High School,Y,Y,Denied
APP02061,Asia,UAE,Tourist,Chennai,2024-09-12,2024-09-22,10,31,Master's,N,Y,Approved
APP02062,Oceania,New Zealand,Work,Paris,2019-11-30,2020-02-23,85,19,Master's,Y,Y,Approved
APP02063,Africa,Ghana,Student,Chennai,2024-09-14,2024-12-02,79,40,Master's,Y,Y,Approved
APP02064,Africa,Ghana,Tourist,Toronto,2024-10-26,2024-11-23,28,21,Diploma,Y,Y,Denied
APP02065,Africa,Kenya,Tourist,Paris,2023-03-12,2023-04-24,43,31,Bachelor's,Y,Y,Denied
APP02066,Oceania,New Zealand,Research,Toronto,2024-04-24,2024-08-12,110,36,High School,Y,Y,Denied
APP02067,North America,Mexico,Business,Tokyo,2019-05-30,2019-06-03,4,23,Bachelor's,Y,Y,Denied
APP02068,Europe,Germany,Work,Toronto,2021-08-18,2021-11-29,103,31,Master's,Y,Y,Approved
APP02069,Africa,Kenya,Tourist,New York,2023-03-25,2023-04-18,24,35,Bachelor's,Y,Y,Approved
APP02070,Oceania,Australia,Tourist,Bangalore,2019-12-14,2020-01-29,46,26,Master's,Y,Y,Denied
APP02071,Europe,UK,Tourist,Toronto,2024-10-26,2024-11-28,33,22,Bachelor's,Y,N,Approved
APP02072,North America,USA,Family,Delhi,2024-03-20,2024-06-19,91,18,Master's,Y,N,Approved
APP02073,Oceania,New Zealand,Business,Toronto,2024-03-30,2024-04-21,22,25,High School,Y,Y,Approved
APP02074,Africa,Egypt,Tourist,Dubai,2024-07-30,2024-09-02,34,44,Bachelor's,Y,Y,Approved
APP02075,North America,Canada,Business,Delhi,2021-01-05,2021-01-25,20,35,Bachelor's,N,Y,Approved
APP02076,Africa,Kenya,Tourist,Tokyo,2019-11-07,2019-12-04,27,30,Diploma,Y,Y,Approved
APP02077,North America,USA,Tourist,Sydney,2024-10-01,2024-10-20,19,19,Master's,N,Y,Approved
APP02078,Oceania,Australia,Tourist,Hyderabad,2020-02-08,2020-02-14,6,32,High School,N,Y,Approved
APP02079,Asia,India,Tourist,Delhi,2021-03-31,2021-04-20,20,18,High School,Y,Y,Approved
APP02080,North America,USA,Research,London,2021-10-21,2022-01-29,100,19,Bachelor's,N,Y,Approved
APP02081,North America,Mexico,Research,Bangalore,2021-02-19,2021-06-19,120,29,High School,Y,Y,Approved
APP02082,South America,Chile,Work,Dubai,2021-12-05,2022-02-10,67,28,Master's,Y,Y,Approved
APP02083,Asia,Japan,Tourist,London,2023-07-13,2023-07-26,13,29,Master's,N,Y,Approved
APP02084,Africa,Ghana,Research,Delhi,2024-04-17,2024-07-30,104,23,Bachelor's,N,N,Approved
APP02085,South America,Chile,Work,New York,2021-07-21,2021-11-06,108,36,Bachelor's,Y,N,Approved
APP02086,Europe,Netherlands,Research,Hyderabad,2024-04-27,2024-08-19,114,41,Master's,Y,Y,Approved
APP02087,Europe,Spain,Family,Dubai,2024-04-03,2024-06-03,61,27,High School,Y,Y,Withdrawn
APP02088,South America,Argentina,Tourist,Dubai,2019-12-18,2019-12-30,12,18,Diploma,Y,N,Approved
APP02089,North America,USA,Business,Dubai,2023-09-07,2023-10-15,38,36,Bachelor's,N,Y,Approved
APP02090,Europe,Italy,Business,Sydney,2019-05-04,2019-05-15,11,26,PhD,Y,Y,Denied
APP02091,North America,USA,Family,Chennai,2022-06-05,2022-08-06,62,26,Master's,N,N,Approved
APP02092,South America,Brazil,Business,Dubai,2022-12-23,2022-12-31,8,33,Bachelor's,N,Y,Approved
APP02093,North America,USA,Business,New York,2023-07-11,2023-07-24,13,29,Master's,Y,N,Approved
APP02094,South America,Chile,Tourist,London,2019-04-06,2019-05-01,25,31,Diploma,Y,N,Approved
APP02095,Oceania,Australia,Work,Chennai,2022-09-14,2022-12-17,94,41,Bachelor's,Y,Y,Approved
APP02096,Oceania,New Zealand,Business,Hyderabad,2023-05-20,2023-05-23,3,28,Master's,Y,Y,Approved
APP02097,Asia,Bangladesh,Business,Hyderabad,2024-04-28,2024-05-30,32,31,Bachelor's,Y,Y,Approved
APP02098,Asia,Japan,Family,Toronto,2022-06-01,2022-08-11,71,25,Master's,N,N,Denied
APP02099,Asia,China,Student,Tokyo,2020-12-28,2021-03-11,73,25,Bachelor's,Y,N,Approved
APP02100,Asia,UAE,Family,Toronto,2019-04-20,2019-06-29,70,34,Master's,N,Y,Denied
APP02101,Europe,Germany,Student,New York,2022-03-08,2022-05-17,70,28,Bachelor's,Y,Y,Approved
APP02102,Europe,Germany,Tourist,Tokyo,2024-11-17,2024-12-03,16,34,High School,Y,Y,Approved
APP02103,Asia,Pakistan,Student,London,2024-10-24,2025-01-10,78,20,Bachelor's,N,Y,Approved
APP02104,Asia,China,Tourist,New York,2023-05-21,2023-06-14,24,27,High School,N,N,Approved
APP02105,Europe,UK,Work,Sydney,2023-09-10,2023-12-16,97,24,Master's,Y,Y,Denied
APP02106,Africa,Nigeria,Business,Hyderabad,2020-06-16,2020-07-09,23,34,Master's,N,Y,Approved
APP02107,Europe,France,Business,Paris,2024-04-28,2024-05-21,23,36,PhD,Y,Y,Approved
APP02108,Europe,Spain,Family,Bangalore,2021-04-11,2021-06-19,69,24,Master's,Y,N,Approved
APP02109,Oceania,New Zealand,Tourist,Hyderabad,2019-01-31,2019-02-16,16,24,Bachelor's,N,N,Denied
APP02110,Europe,Italy,Student,New York,2021-10-08,2021-12-22,75,33,Master's,N,N,Approved
APP02111,Oceania,New Zealand,Family,Toronto,2024-02-28,2024-05-17,79,33,Master's,Y,Y,Approved
APP02112,Africa,Ghana,Student,Paris,2020-01-09,2020-03-15,66,27,Master's,Y,Y,Approved
APP02113,North America,Mexico,Business,London,2022-05-03,2022-05-06,3,33,Diploma,Y,N,Approved
APP02114,Africa,Ghana,Work,New York,2021-10-17,2022-01-08,83,25,PhD,Y,Y,Approved
APP02115,Europe,Spain,Research,New York,2024-02-19,2024-05-19,90,29,High School,Y,Y,Approved
APP02116,Africa,Kenya,Research,Berlin,2020-01-27,2020-05-25,119,20,PhD,N,Y,Approved
APP02117,Africa,Nigeria,Work,Chennai,2022-01-26,2022-05-06,100,22,Diploma,Y,Y,Approved
APP02118,South America,Chile,Tourist,Tokyo,2019-10-01,2019-10-16,15,42,Bachelor's,Y,Y,Approved
APP02119,South America,Chile,Research,Hyderabad,2024-07-14,2024-10-30,108,27,High School,N,Y,Approved
APP02120,Africa,Ghana,Student,London,2019-11-10,2020-01-10,61,22,Bachelor's,N,N,Approved
APP02121,Asia,Bangladesh,Tourist,New York,2024-01-22,2024-02-10,19,35,Bachelor's,Y,N,Approved
APP02122,Europe,France,Work,Sydney,2019-07-02,2019-10-10,100,32,Bachelor's,Y,Y,Approved
APP02123,Africa,Nigeria,Student,Tokyo,2024-03-06,2024-05-24,79,30,Bachelor's,Y,N,Approved
APP02124,Africa,South Africa,Research,New York,2021-03-07,2021-06-18,103,28,Bachelor's,Y,Y,Approved
APP02125,Africa,Nigeria,Student,Bangalore,2020-04-14,2020-07-05,82,33,Diploma,N,Y,Approved
APP02126,South America,Brazil,Tourist,Tokyo,2024-03-16,2024-03-31,15,31,PhD,Y,Y,Denied
APP02127,Africa,Egypt,Student,Mumbai,2021-09-19,2021-12-31,103,32,Bachelor's,Y,N,Approved
APP02128,South America,Argentina,Work,Toronto,2022-02-17,2022-05-23,95,33,Master's,Y,Y,Denied
APP02129,Europe,Germany,Student,Berlin,2020-02-16,2020-05-20,94,28,Master's,N,N,Approved
APP02130,Europe,France,Student,Sydney,2023-05-20,2023-07-26,67,27,Bachelor's,Y,Y,Approved
APP02131,Europe,UK,Research,Dubai,2019-02-15,2019-06-03,108,38,Bachelor's,N,Y,Withdrawn
APP02132,South America,Argentina,Work,Toronto,2023-01-06,2023-04-01,85,33,Bachelor's,N,Y,Denied
APP02133,Europe,Germany,Research,Delhi,2024-12-20,2025-03-24,94,24,High School,Y,Y,Denied
APP02134,Europe,Italy,Research,Delhi,2024-11-11,2025-02-17,98,24,Bachelor's,N,N,Approved
APP02135,South America,Chile,Research,Tokyo,2020-02-26,2020-06-02,97,24,Bachelor's,Y,Y,Approved
APP02136,Africa,South Africa,Business,Delhi,2019-01-20,2019-02-13,24,36,PhD,N,N,Approved
APP02137,Asia,Pakistan,Work,Hyderabad,2023-03-15,2023-06-25,102,20,Master's,N,N,Approved
APP02138,Europe,Germany,Student,Delhi,2023-09-24,2023-12-02,69,36,High School,Y,Y,Denied
APP02139,Asia,India,Tourist,Hyderabad,2019-09-16,2019-09-30,14,23,PhD,Y,Y,Approved
APP02140,Europe,UK,Research,Chennai,2020-11-15,2021-03-01,106,24,Diploma,Y,N,Approved
APP02141,Asia,Pakistan,Family,Mumbai,2022-09-01,2022-11-19,79,36,Bachelor's,N,Y,Approved
APP02142,North America,Mexico,Research,Hyderabad,2021-04-28,2021-08-03,97,45,Master's,N,Y,Approved
APP02143,Oceania,New Zealand,Business,Mumbai,2021-08-09,2021-08-28,19,30,Master's,N,Y,Approved
APP02144,Europe,UK,Tourist,London,2020-12-12,2021-01-02,21,25,Master's,Y,N,Approved
APP02145,Asia,Pakistan,Research,London,2019-02-19,2019-05-23,93,35,Bachelor's,Y,Y,Approved
APP02146,Africa,Kenya,Business,Hyderabad,2019-09-28,2019-10-28,30,27,Master's,Y,Y,Approved
APP02147,South America,Argentina,Research,Berlin,2023-02-20,2023-05-22,91,18,Bachelor's,Y,Y,Approved
APP02148,Asia,India,Work,New York,2022-05-20,2022-08-15,87,31,Diploma,Y,Y,Approved
APP02149,Oceania,New Zealand,Student,Paris,2020-12-03,2021-02-01,60,40,Bachelor's,Y,Y,Denied
APP02150,North America,USA,Family,London,2023-05-11,2023-08-19,100,29,Bachelor's,N,N,Withdrawn
APP02151,South America,Chile,Work,London,2020-12-19,2021-02-11,54,41,Master's,N,N,Approved
APP02152,South America,Chile,Tourist,Tokyo,2024-05-28,2024-06-09,12,34,Bachelor's,Y,Y,Denied
APP02153,Asia,Japan,Student,Berlin,2024-01-13,2024-04-01,79,23,Bachelor's,Y,Y,Approved
APP02154,Africa,Ghana,Research,Paris,2021-08-10,2021-11-24,106,26,PhD,Y,Y,Approved
APP02155,Oceania,Australia,Work,Delhi,2020-05-23,2020-08-15,84,36,High School,Y,N,Approved
APP02156,North America,USA,Research,New York,2021-09-24,2022-01-12,110,29,Bachelor's,N,Y,Withdrawn
APP02157,Oceania,Australia,Student,Chennai,2023-03-15,2023-06-10,87,32,Bachelor's,N,Y,Approved
APP02158,Africa,South Africa,Work,Chennai,2023-03-20,2023-06-19,91,36,Bachelor's,Y,N,Approved
APP02159,Europe,Netherlands,Student,Hyderabad,2023-12-23,2024-03-11,79,38,Diploma,Y,Y,Approved
APP02160,South America,Argentina,Work,Bangalore,2022-07-24,2022-10-15,83,28,PhD,Y,N,Approved
APP02161,South America,Brazil,Family,Dubai,2023-08-27,2023-10-30,64,39,Bachelor's,N,N,Approved
APP02162,South America,Argentina,Student,Hyderabad,2022-09-18,2022-12-01,74,36,High School,Y,Y,Approved
APP02163,North America,USA,Work,Sydney,2019-08-10,2019-10-31,82,37,Bachelor's,Y,N,Approved
APP02164,South America,Brazil,Research,Paris,2021-06-30,2021-10-23,115,23,Bachelor's,Y,Y,Approved
APP02165,Oceania,New Zealand,Family,London,2021-01-21,2021-03-26,64,36,High School,Y,N,Denied
APP02166,Africa,Nigeria,Student,Toronto,2019-10-14,2019-12-13,60,27,Master's,N,N,Approved
APP02167,Europe,UK,Research,Chennai,2021-04-16,2021-07-25,100,31,Bachelor's,Y,Y,Denied
APP02168,Europe,UK,Work,Berlin,2021-04-17,2021-07-15,89,22,Master's,Y,N,Denied
APP02169,Europe,Spain,Student,New York,2024-03-28,2024-06-20,84,18,High School,Y,Y,Approved
APP02170,North America,USA,Research,Hyderabad,2021-09-30,2022-01-08,100,35,Bachelor's,Y,Y,Withdrawn
APP02171,Africa,Kenya,Family,Hyderabad,2022-05-26,2022-08-24,90,19,Bachelor's,Y,Y,Denied
APP02172,North America,Mexico,Business,Tokyo,2021-04-04,2021-04-24,20,25,Master's,Y,Y,Denied
APP02173,North America,Canada,Student,London,2023-06-20,2023-10-01,103,34,Master's,Y,Y,Denied
APP02174,Africa,Kenya,Business,Toronto,2023-09-28,2023-10-20,22,27,Bachelor's,Y,Y,Approved
APP02175,Oceania,New Zealand,Work,Dubai,2024-05-28,2024-08-25,89,18,Master's,N,Y,Approved
APP02176,Asia,Pakistan,Business,Mumbai,2022-05-14,2022-06-30,47,40,Bachelor's,Y,Y,Approved
APP02177,Oceania,Australia,Family,Paris,2020-12-20,2021-03-18,88,25,Diploma,N,N,Withdrawn
APP02178,North America,Canada,Business,Bangalore,2024-02-01,2024-02-19,18,31,Bachelor's,Y,N,Denied
APP02179,North America,Canada,Family,Berlin,2024-05-23,2024-08-13,82,37,Master's,Y,Y,Approved
APP02180,Asia,Japan,Work,Paris,2024-04-06,2024-07-20,105,29,Master's,N,Y,Denied
APP02181,Europe,Germany,Work,Delhi,2019-02-22,2019-06-16,114,28,Bachelor's,N,N,Approved
APP02182,Oceania,New Zealand,Business,New York,2023-08-31,2023-09-11,11,34,Bachelor's,Y,Y,Approved
APP02183,Africa,South Africa,Business,Toronto,2022-06-14,2022-06-22,8,25,Diploma,Y,N,Approved
APP02184,South America,Chile,Student,New York,2019-06-09,2019-09-10,93,35,Bachelor's,Y,Y,Approved
APP02185,Asia,Pakistan,Family,Chennai,2021-03-06,2021-05-16,71,35,Master's,Y,Y,Approved
APP02186,Africa,South Africa,Research,London,2024-09-18,2025-01-04,108,35,Master's,Y,Y,Approved
APP02187,South America,Argentina,Research,Paris,2023-02-17,2023-06-02,105,23,High School,Y,Y,Approved
APP02188,South America,Brazil,Research,New York,2023-10-03,2024-01-07,96,27,Diploma,Y,Y,Approved
APP02189,South America,Brazil,Work,Toronto,2019-05-22,2019-08-10,80,43,Master's,N,Y,Approved
APP02190,North America,Mexico,Research,Tokyo,2019-04-26,2019-08-18,114,42,PhD,N,Y,Approved
APP02191,South America,Chile,Research,Chennai,2021-12-06,2022-03-06,90,26,High School,Y,Y,Approved
APP02192,Oceania,New Zealand,Research,Chennai,2021-11-07,2022-02-17,102,30,Bachelor's,Y,Y,Approved
APP02193,Europe,Spain,Family,Tokyo,2020-10-23,2021-01-08,77,22,Diploma,Y,Y,Approved
APP02194,Asia,India,Student,Tokyo,2023-04-24,2023-07-02,69,20,High School,Y,N,Approved
